Entity,Code,Date,Total confirmed deaths due to COVID-19 (deaths)
South Africa,ZAF,"Mar 31, 2020",3
South Africa,ZAF,"Apr 1, 2020",5
South Africa,ZAF,"Apr 2, 2020",5
South Africa,ZAF,"Apr 3, 2020",5
South Africa,ZAF,"Apr 4, 2020",7
South Africa,ZAF,"Apr 5, 2020",9
South Africa,ZAF,"Apr 6, 2020",11
South Africa,ZAF,"Apr 7, 2020",12
South Africa,ZAF,"Apr 8, 2020",13
South Africa,ZAF,"Apr 9, 2020",18
South Africa,ZAF,"Apr 10, 2020",18
South Africa,ZAF,"Apr 11, 2020",24
South Africa,ZAF,"Apr 12, 2020",25
South Africa,ZAF,"Apr 13, 2020",25
South Africa,ZAF,"Apr 14, 2020",27
South Africa,ZAF,"Apr 15, 2020",27
South Africa,ZAF,"Apr 16, 2020",34
South Africa,ZAF,"Apr 17, 2020",48
South Africa,ZAF,"Apr 18, 2020",50
South Africa,ZAF,"Apr 19, 2020",52
South Africa,ZAF,"Apr 20, 2020",54
South Africa,ZAF,"Apr 21, 2020",58
South Africa,ZAF,"Apr 22, 2020",58
South Africa,ZAF,"Apr 23, 2020",65
South Africa,ZAF,"Apr 24, 2020",75
South Africa,ZAF,"Apr 25, 2020",79
South Africa,ZAF,"Apr 26, 2020",86
South Africa,ZAF,"Apr 27, 2020",87
South Africa,ZAF,"Apr 28, 2020",90
South America,,"Mar 8, 2020",1
South America,,"Mar 9, 2020",1
South America,,"Mar 10, 2020",1
South America,,"Mar 11, 2020",1
South America,,"Mar 12, 2020",1
South America,,"Mar 13, 2020",2
South America,,"Mar 14, 2020",4
South America,,"Mar 15, 2020",5
South America,,"Mar 16, 2020",5
South America,,"Mar 17, 2020",5
South America,,"Mar 18, 2020",6
South America,,"Mar 19, 2020",10
South America,,"Mar 20, 2020",15
South America,,"Mar 21, 2020",26
South America,,"Mar 22, 2020",37
South America,,"Mar 23, 2020",53
South America,,"Mar 24, 2020",68
South America,,"Mar 25, 2020",95
South America,,"Mar 26, 2020",113
South America,,"Mar 27, 2020",147
South America,,"Mar 28, 2020",177
South America,,"Mar 29, 2020",214
South America,,"Mar 30, 2020",258
South America,,"Mar 31, 2020",305
South America,,"Apr 1, 2020",378
South America,,"Apr 2, 2020",492
South America,,"Apr 3, 2020",568
South America,,"Apr 4, 2020",674
South America,,"Apr 5, 2020",807
South America,,"Apr 6, 2020",896
South America,,"Apr 7, 2020",1008
South America,,"Apr 8, 2020",1187
South America,,"Apr 9, 2020",1376
South America,,"Apr 10, 2020",1604
South America,,"Apr 11, 2020",1798
South America,,"Apr 12, 2020",1935
South America,,"Apr 13, 2020",2090
South America,,"Apr 14, 2020",2227
South America,,"Apr 15, 2020",2501
South America,,"Apr 16, 2020",2774
South America,,"Apr 17, 2020",3029
South America,,"Apr 18, 2020",3317
South America,,"Apr 19, 2020",3641
South America,,"Apr 20, 2020",3850
South America,,"Apr 21, 2020",4066
South America,,"Apr 22, 2020",4315
South America,,"Apr 23, 2020",4577
South America,,"Apr 24, 2020",5075
South America,,"Apr 25, 2020",5530
South America,,"Apr 26, 2020",5979
South America,,"Apr 27, 2020",6220
South America,,"Apr 28, 2020",6732
South Korea,KOR,"Feb 21, 2020",1
South Korea,KOR,"Feb 22, 2020",2
South Korea,KOR,"Feb 23, 2020",5
South Korea,KOR,"Feb 24, 2020",7
South Korea,KOR,"Feb 25, 2020",8
South Korea,KOR,"Feb 26, 2020",11
South Korea,KOR,"Feb 27, 2020",12
South Korea,KOR,"Feb 28, 2020",13
South Korea,KOR,"Feb 29, 2020",16
South Korea,KOR,"Mar 1, 2020",17
South Korea,KOR,"Mar 2, 2020",22
South Korea,KOR,"Mar 3, 2020",28
South Korea,KOR,"Mar 4, 2020",32
South Korea,KOR,"Mar 5, 2020",35
South Korea,KOR,"Mar 6, 2020",42
South Korea,KOR,"Mar 7, 2020",44
South Korea,KOR,"Mar 8, 2020",50
South Korea,KOR,"Mar 9, 2020",51
South Korea,KOR,"Mar 10, 2020",54
South Korea,KOR,"Mar 11, 2020",60
South Korea,KOR,"Mar 12, 2020",66
South Korea,KOR,"Mar 13, 2020",67
South Korea,KOR,"Mar 14, 2020",72
South Korea,KOR,"Mar 15, 2020",75
South Korea,KOR,"Mar 16, 2020",75
South Korea,KOR,"Mar 17, 2020",81
South Korea,KOR,"Mar 18, 2020",86
South Korea,KOR,"Mar 19, 2020",91
South Korea,KOR,"Mar 20, 2020",100
South Korea,KOR,"Mar 21, 2020",103
South Korea,KOR,"Mar 22, 2020",104
South Korea,KOR,"Mar 23, 2020",113
South Korea,KOR,"Mar 24, 2020",120
South Korea,KOR,"Mar 25, 2020",126
South Korea,KOR,"Mar 26, 2020",131
South Korea,KOR,"Mar 27, 2020",139
South Korea,KOR,"Mar 28, 2020",144
South Korea,KOR,"Mar 29, 2020",152
South Korea,KOR,"Mar 30, 2020",158
South Korea,KOR,"Mar 31, 2020",163
South Korea,KOR,"Apr 1, 2020",163
South Korea,KOR,"Apr 2, 2020",169
South Korea,KOR,"Apr 3, 2020",174
South Korea,KOR,"Apr 4, 2020",177
South Korea,KOR,"Apr 5, 2020",183
South Korea,KOR,"Apr 6, 2020",186
South Korea,KOR,"Apr 7, 2020",192
South Korea,KOR,"Apr 8, 2020",200
South Korea,KOR,"Apr 9, 2020",204
South Korea,KOR,"Apr 10, 2020",208
South Korea,KOR,"Apr 11, 2020",208
South Korea,KOR,"Apr 12, 2020",214
South Korea,KOR,"Apr 13, 2020",217
South Korea,KOR,"Apr 14, 2020",222
South Korea,KOR,"Apr 15, 2020",225
South Korea,KOR,"Apr 16, 2020",229
South Korea,KOR,"Apr 17, 2020",230
South Korea,KOR,"Apr 18, 2020",232
South Korea,KOR,"Apr 19, 2020",234
South Korea,KOR,"Apr 20, 2020",236
South Korea,KOR,"Apr 21, 2020",237
South Korea,KOR,"Apr 22, 2020",238
South Korea,KOR,"Apr 23, 2020",240
South Korea,KOR,"Apr 24, 2020",240
South Korea,KOR,"Apr 25, 2020",240
South Korea,KOR,"Apr 26, 2020",242
South Korea,KOR,"Apr 27, 2020",243
South Korea,KOR,"Apr 28, 2020",244
Spain,ESP,"Mar 5, 2020",1
Spain,ESP,"Mar 6, 2020",3
Spain,ESP,"Mar 7, 2020",5
Spain,ESP,"Mar 8, 2020",5
Spain,ESP,"Mar 9, 2020",5
Spain,ESP,"Mar 10, 2020",28
Spain,ESP,"Mar 11, 2020",35
Spain,ESP,"Mar 12, 2020",47
Spain,ESP,"Mar 13, 2020",84
Spain,ESP,"Mar 14, 2020",121
Spain,ESP,"Mar 15, 2020",136
Spain,ESP,"Mar 16, 2020",288
Spain,ESP,"Mar 17, 2020",309
Spain,ESP,"Mar 18, 2020",491
Spain,ESP,"Mar 19, 2020",598
Spain,ESP,"Mar 20, 2020",767
Spain,ESP,"Mar 21, 2020",1002
Spain,ESP,"Mar 22, 2020",1326
Spain,ESP,"Mar 23, 2020",1720
Spain,ESP,"Mar 24, 2020",2182
Spain,ESP,"Mar 25, 2020",2696
Spain,ESP,"Mar 26, 2020",3434
Spain,ESP,"Mar 27, 2020",4089
Spain,ESP,"Mar 28, 2020",4858
Spain,ESP,"Mar 29, 2020",5690
Spain,ESP,"Mar 30, 2020",6528
Spain,ESP,"Mar 31, 2020",7340
Spain,ESP,"Apr 1, 2020",8189
Spain,ESP,"Apr 2, 2020",9053
Spain,ESP,"Apr 3, 2020",10003
Spain,ESP,"Apr 4, 2020",10935
Spain,ESP,"Apr 5, 2020",11744
Spain,ESP,"Apr 6, 2020",12418
Spain,ESP,"Apr 7, 2020",13055
Spain,ESP,"Apr 8, 2020",13798
Spain,ESP,"Apr 9, 2020",14555
Spain,ESP,"Apr 10, 2020",15238
Spain,ESP,"Apr 11, 2020",15843
Spain,ESP,"Apr 12, 2020",16353
Spain,ESP,"Apr 13, 2020",16972
Spain,ESP,"Apr 14, 2020",17489
Spain,ESP,"Apr 15, 2020",18276
Spain,ESP,"Apr 16, 2020",18893
Spain,ESP,"Apr 17, 2020",19478
Spain,ESP,"Apr 18, 2020",20043
Spain,ESP,"Apr 19, 2020",20453
Spain,ESP,"Apr 20, 2020",20852
Spain,ESP,"Apr 21, 2020",21282
Spain,ESP,"Apr 22, 2020",21717
Spain,ESP,"Apr 23, 2020",22157
Spain,ESP,"Apr 24, 2020",22524
Spain,ESP,"Apr 25, 2020",22902
Spain,ESP,"Apr 26, 2020",23190
Spain,ESP,"Apr 27, 2020",23190
Sri Lanka,LKA,"Mar 29, 2020",1
Sri Lanka,LKA,"Mar 30, 2020",1
Sri Lanka,LKA,"Mar 31, 2020",1
Sri Lanka,LKA,"Apr 1, 2020",2
Sri Lanka,LKA,"Apr 2, 2020",2
Sri Lanka,LKA,"Apr 3, 2020",3
Sri Lanka,LKA,"Apr 4, 2020",4
Sri Lanka,LKA,"Apr 5, 2020",5
Sri Lanka,LKA,"Apr 6, 2020",5
Sri Lanka,LKA,"Apr 7, 2020",5
Sri Lanka,LKA,"Apr 8, 2020",6
Sri Lanka,LKA,"Apr 9, 2020",7
Sri Lanka,LKA,"Apr 10, 2020",7
Sri Lanka,LKA,"Apr 11, 2020",7
Sri Lanka,LKA,"Apr 12, 2020",7
Sri Lanka,LKA,"Apr 13, 2020",7
Sri Lanka,LKA,"Apr 14, 2020",7
Sri Lanka,LKA,"Apr 15, 2020",7
Sri Lanka,LKA,"Apr 16, 2020",7
Sri Lanka,LKA,"Apr 17, 2020",7
Sri Lanka,LKA,"Apr 18, 2020",7
Sri Lanka,LKA,"Apr 19, 2020",7
Sri Lanka,LKA,"Apr 20, 2020",7
Sri Lanka,LKA,"Apr 21, 2020",7
Sri Lanka,LKA,"Apr 22, 2020",7
Sri Lanka,LKA,"Apr 23, 2020",7
Sri Lanka,LKA,"Apr 24, 2020",7
Sri Lanka,LKA,"Apr 25, 2020",7
Sri Lanka,LKA,"Apr 26, 2020",7
Sri Lanka,LKA,"Apr 27, 2020",7
Sri Lanka,LKA,"Apr 28, 2020",7
Sudan,SDN,"Mar 15, 2020",1
Sudan,SDN,"Mar 16, 2020",1
Sudan,SDN,"Mar 17, 2020",1
Sudan,SDN,"Mar 18, 2020",1
Sudan,SDN,"Mar 19, 2020",1
Sudan,SDN,"Mar 20, 2020",1
Sudan,SDN,"Mar 21, 2020",1
Sudan,SDN,"Mar 22, 2020",1
Sudan,SDN,"Mar 23, 2020",1
Sudan,SDN,"Mar 24, 2020",1
Sudan,SDN,"Mar 25, 2020",1
Sudan,SDN,"Mar 26, 2020",1
Sudan,SDN,"Mar 27, 2020",1
Sudan,SDN,"Mar 28, 2020",1
Sudan,SDN,"Mar 29, 2020",1
Sudan,SDN,"Mar 30, 2020",1
Sudan,SDN,"Mar 31, 2020",2
Sudan,SDN,"Apr 1, 2020",2
Sudan,SDN,"Apr 2, 2020",2
Sudan,SDN,"Apr 3, 2020",2
Sudan,SDN,"Apr 4, 2020",2
Sudan,SDN,"Apr 5, 2020",2
Sudan,SDN,"Apr 6, 2020",2
Sudan,SDN,"Apr 7, 2020",2
Sudan,SDN,"Apr 8, 2020",2
Sudan,SDN,"Apr 9, 2020",2
Sudan,SDN,"Apr 10, 2020",2
Sudan,SDN,"Apr 11, 2020",2
Sudan,SDN,"Apr 12, 2020",2
Sudan,SDN,"Apr 13, 2020",2
Sudan,SDN,"Apr 14, 2020",4
Sudan,SDN,"Apr 15, 2020",5
Sudan,SDN,"Apr 16, 2020",5
Sudan,SDN,"Apr 17, 2020",5
Sudan,SDN,"Apr 18, 2020",5
Sudan,SDN,"Apr 19, 2020",10
Sudan,SDN,"Apr 20, 2020",10
Sudan,SDN,"Apr 21, 2020",12
Sudan,SDN,"Apr 22, 2020",12
Sudan,SDN,"Apr 23, 2020",13
Sudan,SDN,"Apr 24, 2020",13
Sudan,SDN,"Apr 25, 2020",16
Sudan,SDN,"Apr 26, 2020",17
Sudan,SDN,"Apr 27, 2020",21
Sudan,SDN,"Apr 28, 2020",22
Suriname,SUR,"Apr 4, 2020",1
Suriname,SUR,"Apr 5, 2020",1
Suriname,SUR,"Apr 6, 2020",1
Suriname,SUR,"Apr 7, 2020",1
Suriname,SUR,"Apr 8, 2020",1
Suriname,SUR,"Apr 9, 2020",1
Suriname,SUR,"Apr 10, 2020",1
Suriname,SUR,"Apr 11, 2020",1
Suriname,SUR,"Apr 12, 2020",1
Suriname,SUR,"Apr 13, 2020",1
Suriname,SUR,"Apr 14, 2020",1
Suriname,SUR,"Apr 15, 2020",1
Suriname,SUR,"Apr 16, 2020",1
Suriname,SUR,"Apr 17, 2020",1
Suriname,SUR,"Apr 18, 2020",1
Suriname,SUR,"Apr 19, 2020",1
Suriname,SUR,"Apr 20, 2020",1
Suriname,SUR,"Apr 21, 2020",1
Suriname,SUR,"Apr 22, 2020",1
Suriname,SUR,"Apr 23, 2020",1
Suriname,SUR,"Apr 24, 2020",1
Suriname,SUR,"Apr 25, 2020",1
Suriname,SUR,"Apr 26, 2020",1
Suriname,SUR,"Apr 27, 2020",1
Suriname,SUR,"Apr 28, 2020",1
Swaziland,SWZ,"Apr 18, 2020",1
Swaziland,SWZ,"Apr 19, 2020",1
Swaziland,SWZ,"Apr 20, 2020",1
Swaziland,SWZ,"Apr 21, 2020",1
Swaziland,SWZ,"Apr 22, 2020",1
Swaziland,SWZ,"Apr 23, 2020",1
Swaziland,SWZ,"Apr 24, 2020",1
Swaziland,SWZ,"Apr 25, 2020",1
Swaziland,SWZ,"Apr 26, 2020",1
Swaziland,SWZ,"Apr 27, 2020",1
Swaziland,SWZ,"Apr 28, 2020",1
Sweden,SWE,"Mar 12, 2020",1
Sweden,SWE,"Mar 13, 2020",1
Sweden,SWE,"Mar 14, 2020",1
Sweden,SWE,"Mar 15, 2020",1
Sweden,SWE,"Mar 16, 2020",3
Sweden,SWE,"Mar 17, 2020",7
Sweden,SWE,"Mar 18, 2020",8
Sweden,SWE,"Mar 19, 2020",10
Sweden,SWE,"Mar 20, 2020",10
Sweden,SWE,"Mar 21, 2020",16
Sweden,SWE,"Mar 22, 2020",20
Sweden,SWE,"Mar 23, 2020",21
Sweden,SWE,"Mar 24, 2020",25
Sweden,SWE,"Mar 25, 2020",36
Sweden,SWE,"Mar 26, 2020",42
Sweden,SWE,"Mar 27, 2020",66
Sweden,SWE,"Mar 28, 2020",92
Sweden,SWE,"Mar 29, 2020",102
Sweden,SWE,"Mar 30, 2020",110
Sweden,SWE,"Mar 31, 2020",146
Sweden,SWE,"Apr 1, 2020",180
Sweden,SWE,"Apr 2, 2020",239
Sweden,SWE,"Apr 3, 2020",282
Sweden,SWE,"Apr 4, 2020",333
Sweden,SWE,"Apr 5, 2020",373
Sweden,SWE,"Apr 6, 2020",401
Sweden,SWE,"Apr 7, 2020",477
Sweden,SWE,"Apr 8, 2020",591
Sweden,SWE,"Apr 9, 2020",687
Sweden,SWE,"Apr 10, 2020",793
Sweden,SWE,"Apr 11, 2020",870
Sweden,SWE,"Apr 12, 2020",887
Sweden,SWE,"Apr 13, 2020",899
Sweden,SWE,"Apr 14, 2020",919
Sweden,SWE,"Apr 15, 2020",1033
Sweden,SWE,"Apr 16, 2020",1203
Sweden,SWE,"Apr 17, 2020",1333
Sweden,SWE,"Apr 18, 2020",1400
Sweden,SWE,"Apr 19, 2020",1511
Sweden,SWE,"Apr 20, 2020",1540
Sweden,SWE,"Apr 21, 2020",1580
Sweden,SWE,"Apr 22, 2020",1765
Sweden,SWE,"Apr 23, 2020",1937
Sweden,SWE,"Apr 24, 2020",2021
Sweden,SWE,"Apr 25, 2020",2152
Sweden,SWE,"Apr 26, 2020",2192
Sweden,SWE,"Apr 27, 2020",2194
Sweden,SWE,"Apr 28, 2020",2274
Switzerland,CHE,"Mar 6, 2020",1
Switzerland,CHE,"Mar 7, 2020",1
Switzerland,CHE,"Mar 8, 2020",1
Switzerland,CHE,"Mar 9, 2020",2
Switzerland,CHE,"Mar 10, 2020",2
Switzerland,CHE,"Mar 11, 2020",3
Switzerland,CHE,"Mar 12, 2020",4
Switzerland,CHE,"Mar 13, 2020",4
Switzerland,CHE,"Mar 14, 2020",7
Switzerland,CHE,"Mar 15, 2020",11
Switzerland,CHE,"Mar 16, 2020",13
Switzerland,CHE,"Mar 17, 2020",14
Switzerland,CHE,"Mar 18, 2020",19
Switzerland,CHE,"Mar 19, 2020",21
Switzerland,CHE,"Mar 20, 2020",33
Switzerland,CHE,"Mar 21, 2020",43
Switzerland,CHE,"Mar 22, 2020",56
Switzerland,CHE,"Mar 23, 2020",60
Switzerland,CHE,"Mar 24, 2020",66
Switzerland,CHE,"Mar 25, 2020",86
Switzerland,CHE,"Mar 26, 2020",103
Switzerland,CHE,"Mar 27, 2020",161
Switzerland,CHE,"Mar 28, 2020",197
Switzerland,CHE,"Mar 29, 2020",235
Switzerland,CHE,"Mar 30, 2020",257
Switzerland,CHE,"Mar 31, 2020",295
Switzerland,CHE,"Apr 1, 2020",373
Switzerland,CHE,"Apr 2, 2020",378
Switzerland,CHE,"Apr 3, 2020",432
Switzerland,CHE,"Apr 4, 2020",484
Switzerland,CHE,"Apr 5, 2020",540
Switzerland,CHE,"Apr 6, 2020",559
Switzerland,CHE,"Apr 7, 2020",584
Switzerland,CHE,"Apr 8, 2020",641
Switzerland,CHE,"Apr 9, 2020",705
Switzerland,CHE,"Apr 10, 2020",756
Switzerland,CHE,"Apr 11, 2020",805
Switzerland,CHE,"Apr 12, 2020",831
Switzerland,CHE,"Apr 13, 2020",858
Switzerland,CHE,"Apr 14, 2020",858
Switzerland,CHE,"Apr 15, 2020",900
Switzerland,CHE,"Apr 16, 2020",973
Switzerland,CHE,"Apr 17, 2020",1016
Switzerland,CHE,"Apr 18, 2020",1058
Switzerland,CHE,"Apr 19, 2020",1110
Switzerland,CHE,"Apr 20, 2020",1134
Switzerland,CHE,"Apr 21, 2020",1141
Switzerland,CHE,"Apr 22, 2020",1186
Switzerland,CHE,"Apr 23, 2020",1216
Switzerland,CHE,"Apr 24, 2020",1267
Switzerland,CHE,"Apr 25, 2020",1308
Switzerland,CHE,"Apr 26, 2020",1328
Switzerland,CHE,"Apr 27, 2020",1336
Switzerland,CHE,"Apr 28, 2020",1352
Syria,SYR,"Mar 30, 2020",1
Syria,SYR,"Mar 31, 2020",2
Syria,SYR,"Apr 1, 2020",2
Syria,SYR,"Apr 2, 2020",2
Syria,SYR,"Apr 3, 2020",2
Syria,SYR,"Apr 4, 2020",2
Syria,SYR,"Apr 5, 2020",2
Syria,SYR,"Apr 6, 2020",2
Syria,SYR,"Apr 7, 2020",2
Syria,SYR,"Apr 8, 2020",2
Syria,SYR,"Apr 9, 2020",2
Syria,SYR,"Apr 10, 2020",2
Syria,SYR,"Apr 11, 2020",2
Syria,SYR,"Apr 12, 2020",2
Syria,SYR,"Apr 13, 2020",2
Syria,SYR,"Apr 14, 2020",2
Syria,SYR,"Apr 15, 2020",2
Syria,SYR,"Apr 16, 2020",2
Syria,SYR,"Apr 17, 2020",2
Syria,SYR,"Apr 18, 2020",2
Syria,SYR,"Apr 19, 2020",2
Syria,SYR,"Apr 20, 2020",3
Syria,SYR,"Apr 21, 2020",3
Syria,SYR,"Apr 22, 2020",3
Syria,SYR,"Apr 23, 2020",3
Syria,SYR,"Apr 24, 2020",3
Syria,SYR,"Apr 25, 2020",3
Syria,SYR,"Apr 26, 2020",3
Syria,SYR,"Apr 27, 2020",3
Syria,SYR,"Apr 28, 2020",3
Taiwan,TWN,"Feb 17, 2020",1
Taiwan,TWN,"Feb 18, 2020",1
Taiwan,TWN,"Feb 19, 2020",1
Taiwan,TWN,"Feb 20, 2020",1
Taiwan,TWN,"Feb 21, 2020",1
Taiwan,TWN,"Feb 22, 2020",1
Taiwan,TWN,"Feb 23, 2020",1
Taiwan,TWN,"Feb 24, 2020",1
Taiwan,TWN,"Feb 25, 2020",1
Taiwan,TWN,"Feb 26, 2020",1
Taiwan,TWN,"Feb 27, 2020",1
Taiwan,TWN,"Feb 28, 2020",1
Taiwan,TWN,"Feb 29, 2020",1
Taiwan,TWN,"Mar 1, 2020",1
Taiwan,TWN,"Mar 2, 2020",1
Taiwan,TWN,"Mar 3, 2020",1
Taiwan,TWN,"Mar 4, 2020",1
Taiwan,TWN,"Mar 6, 2020",1
Taiwan,TWN,"Mar 7, 2020",1
Taiwan,TWN,"Mar 8, 2020",1
Taiwan,TWN,"Mar 9, 2020",1
Taiwan,TWN,"Mar 11, 2020",1
Taiwan,TWN,"Mar 12, 2020",1
Taiwan,TWN,"Mar 13, 2020",1
Taiwan,TWN,"Mar 14, 2020",1
Taiwan,TWN,"Mar 15, 2020",1
Taiwan,TWN,"Mar 16, 2020",1
Taiwan,TWN,"Mar 17, 2020",1
Taiwan,TWN,"Mar 18, 2020",1
Taiwan,TWN,"Mar 19, 2020",1
Taiwan,TWN,"Mar 20, 2020",1
Taiwan,TWN,"Mar 21, 2020",2
Taiwan,TWN,"Mar 22, 2020",2
Taiwan,TWN,"Mar 23, 2020",2
Taiwan,TWN,"Mar 24, 2020",2
Taiwan,TWN,"Mar 25, 2020",2
Taiwan,TWN,"Mar 26, 2020",2
Taiwan,TWN,"Mar 27, 2020",2
Taiwan,TWN,"Mar 28, 2020",2
Taiwan,TWN,"Mar 29, 2020",2
Taiwan,TWN,"Mar 30, 2020",5
Taiwan,TWN,"Mar 31, 2020",5
Taiwan,TWN,"Apr 1, 2020",5
Taiwan,TWN,"Apr 2, 2020",5
Taiwan,TWN,"Apr 3, 2020",5
Taiwan,TWN,"Apr 4, 2020",5
Taiwan,TWN,"Apr 5, 2020",5
Taiwan,TWN,"Apr 6, 2020",5
Taiwan,TWN,"Apr 7, 2020",5
Taiwan,TWN,"Apr 8, 2020",5
Taiwan,TWN,"Apr 9, 2020",5
Taiwan,TWN,"Apr 10, 2020",5
Taiwan,TWN,"Apr 11, 2020",5
Taiwan,TWN,"Apr 12, 2020",6
Taiwan,TWN,"Apr 13, 2020",6
Taiwan,TWN,"Apr 14, 2020",6
Taiwan,TWN,"Apr 15, 2020",6
Taiwan,TWN,"Apr 16, 2020",6
Taiwan,TWN,"Apr 17, 2020",6
Taiwan,TWN,"Apr 18, 2020",6
Taiwan,TWN,"Apr 19, 2020",6
Taiwan,TWN,"Apr 20, 2020",6
Taiwan,TWN,"Apr 21, 2020",6
Taiwan,TWN,"Apr 22, 2020",6
Taiwan,TWN,"Apr 23, 2020",6
Taiwan,TWN,"Apr 24, 2020",6
Taiwan,TWN,"Apr 25, 2020",6
Taiwan,TWN,"Apr 26, 2020",6
Taiwan,TWN,"Apr 27, 2020",6
Taiwan,TWN,"Apr 28, 2020",6
Tanzania,TZA,"Mar 29, 2020",1
Tanzania,TZA,"Mar 30, 2020",1
Tanzania,TZA,"Mar 31, 2020",1
Tanzania,TZA,"Apr 1, 2020",1
Tanzania,TZA,"Apr 2, 2020",1
Tanzania,TZA,"Apr 3, 2020",1
Tanzania,TZA,"Apr 4, 2020",1
Tanzania,TZA,"Apr 5, 2020",1
Tanzania,TZA,"Apr 6, 2020",1
Tanzania,TZA,"Apr 7, 2020",1
Tanzania,TZA,"Apr 8, 2020",1
Tanzania,TZA,"Apr 9, 2020",1
Tanzania,TZA,"Apr 10, 2020",1
Tanzania,TZA,"Apr 11, 2020",3
Tanzania,TZA,"Apr 12, 2020",3
Tanzania,TZA,"Apr 13, 2020",3
Tanzania,TZA,"Apr 14, 2020",3
Tanzania,TZA,"Apr 15, 2020",3
Tanzania,TZA,"Apr 16, 2020",4
Tanzania,TZA,"Apr 17, 2020",4
Tanzania,TZA,"Apr 18, 2020",5
Tanzania,TZA,"Apr 19, 2020",5
Tanzania,TZA,"Apr 20, 2020",5
Tanzania,TZA,"Apr 21, 2020",5
Tanzania,TZA,"Apr 22, 2020",8
Tanzania,TZA,"Apr 23, 2020",10
Tanzania,TZA,"Apr 24, 2020",10
Tanzania,TZA,"Apr 25, 2020",10
Tanzania,TZA,"Apr 26, 2020",10
Tanzania,TZA,"Apr 27, 2020",10
Tanzania,TZA,"Apr 28, 2020",10
Thailand,THA,"Mar 1, 2020",1
Thailand,THA,"Mar 2, 2020",1
Thailand,THA,"Mar 5, 2020",1
Thailand,THA,"Mar 7, 2020",1
Thailand,THA,"Mar 11, 2020",1
Thailand,THA,"Mar 12, 2020",1
Thailand,THA,"Mar 14, 2020",1
Thailand,THA,"Mar 15, 2020",1
Thailand,THA,"Mar 16, 2020",1
Thailand,THA,"Mar 17, 2020",1
Thailand,THA,"Mar 18, 2020",1
Thailand,THA,"Mar 19, 2020",1
Thailand,THA,"Mar 20, 2020",1
Thailand,THA,"Mar 21, 2020",1
Thailand,THA,"Mar 22, 2020",1
Thailand,THA,"Mar 23, 2020",1
Thailand,THA,"Mar 24, 2020",4
Thailand,THA,"Mar 25, 2020",4
Thailand,THA,"Mar 26, 2020",4
Thailand,THA,"Mar 27, 2020",5
Thailand,THA,"Mar 28, 2020",5
Thailand,THA,"Mar 29, 2020",6
Thailand,THA,"Mar 30, 2020",7
Thailand,THA,"Mar 31, 2020",10
Thailand,THA,"Apr 1, 2020",10
Thailand,THA,"Apr 2, 2020",12
Thailand,THA,"Apr 3, 2020",15
Thailand,THA,"Apr 4, 2020",19
Thailand,THA,"Apr 5, 2020",23
Thailand,THA,"Apr 6, 2020",26
Thailand,THA,"Apr 7, 2020",26
Thailand,THA,"Apr 8, 2020",30
Thailand,THA,"Apr 9, 2020",32
Thailand,THA,"Apr 10, 2020",33
Thailand,THA,"Apr 11, 2020",35
Thailand,THA,"Apr 12, 2020",38
Thailand,THA,"Apr 13, 2020",40
Thailand,THA,"Apr 14, 2020",41
Thailand,THA,"Apr 15, 2020",43
Thailand,THA,"Apr 16, 2020",46
Thailand,THA,"Apr 17, 2020",47
Thailand,THA,"Apr 18, 2020",47
Thailand,THA,"Apr 19, 2020",47
Thailand,THA,"Apr 20, 2020",47
Thailand,THA,"Apr 21, 2020",47
Thailand,THA,"Apr 22, 2020",48
Thailand,THA,"Apr 23, 2020",50
Thailand,THA,"Apr 24, 2020",50
Thailand,THA,"Apr 25, 2020",50
Thailand,THA,"Apr 26, 2020",51
Thailand,THA,"Apr 27, 2020",51
Thailand,THA,"Apr 28, 2020",54
Togo,TGO,"Mar 28, 2020",1
Togo,TGO,"Mar 29, 2020",1
Togo,TGO,"Mar 30, 2020",1
Togo,TGO,"Mar 31, 2020",1
Togo,TGO,"Apr 1, 2020",1
Togo,TGO,"Apr 2, 2020",2
Togo,TGO,"Apr 3, 2020",2
Togo,TGO,"Apr 4, 2020",3
Togo,TGO,"Apr 5, 2020",3
Togo,TGO,"Apr 6, 2020",3
Togo,TGO,"Apr 7, 2020",3
Togo,TGO,"Apr 8, 2020",3
Togo,TGO,"Apr 9, 2020",3
Togo,TGO,"Apr 10, 2020",3
Togo,TGO,"Apr 11, 2020",3
Togo,TGO,"Apr 12, 2020",3
Togo,TGO,"Apr 13, 2020",3
Togo,TGO,"Apr 14, 2020",3
Togo,TGO,"Apr 15, 2020",3
Togo,TGO,"Apr 16, 2020",3
Togo,TGO,"Apr 17, 2020",5
Togo,TGO,"Apr 18, 2020",5
Togo,TGO,"Apr 19, 2020",5
Togo,TGO,"Apr 20, 2020",5
Togo,TGO,"Apr 21, 2020",6
Togo,TGO,"Apr 22, 2020",6
Togo,TGO,"Apr 23, 2020",6
Togo,TGO,"Apr 24, 2020",6
Togo,TGO,"Apr 25, 2020",6
Togo,TGO,"Apr 26, 2020",6
Togo,TGO,"Apr 27, 2020",6
Togo,TGO,"Apr 28, 2020",6
Trinidad and Tobago,TTO,"Mar 26, 2020",1
Trinidad and Tobago,TTO,"Mar 27, 2020",1
Trinidad and Tobago,TTO,"Mar 28, 2020",2
